Manufacturer,LCSC Part #,Description,Package,Stock,Type,MFR.Part #,Datasheet,Price (USD),value,tolerance,type,voltage,min_value,max_value
UNIROYAL ELEC,C26010,CHIP RESISTOR - SURFACE MOUNT 3.3KOHMS ±1% 1/8W 0805 ROHS,0805,320593,CHIP RESISTOR - SURFACE MOUNT,0805W8F3301T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F3301T5E_C26010.pdf,0.0028,3300.0,1.0,Resistor,,3267.0,3333.0
EXAR,C8963,RS-485 & RS-422 1/1 10MBPS 3.3V SOIC-8_150MIL ROHS,SOIC-8_150MIL,27033,RS-485 & RS-422,SP3485EN-L/TR,https://datasheet.lcsc.com/szlcsc/Exar-SP3485EN-L-TR_C8963.pdf,0.4085,,5.0,,3.0,,
UNIROYAL ELEC,C17888,CHIP RESISTOR - SURFACE MOUNT 0OHMS ±1% 1/4W 1206 ROHS,1206,140926,CHIP RESISTOR - SURFACE MOUNT,1206W4F0000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-1206W4F0000T5E_C17888.pdf,0.0041,0.0,1.0,Resistor,,0.0,0.0
SAMSUNG ELECTRO-MECHANICS,C1798,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 20PF 50V 0805 ROHS,0805,107043,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL21C200JBANNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL21C200JBANNNC_C1798.pdf,0.0129,2e-11,5.0,Capacitor,50.0,1.9e-11,2.1e-11
SAMSUNG ELECTRO-MECHANICS,C1663,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 33PF 50V 0603 ROHS,0603,190085,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C330JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C330JB8NNNC_C1663.pdf,0.0064,3.3e-11,5.0,Capacitor,50.0,3.135e-11,3.4650000000000004e-11
GUANGDONG FENGHUA ADVANCED TECH,C1546,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 100PF 50V 0402 ROHS,0402,58139,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0402CG101J500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0402CG101J500NT_C1546.pdf,0.0027,1e-10,5.0,Capacitor,50.0,9.5e-11,1.0500000000000001e-10
GUANGDONG FENGHUA ADVANCED TECH,C57112,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 10NF 50V 0603 ROHS,0603,935532,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0603B103K500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0603B103K500NT_C57112.pdf,0.0051,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C21122,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 22NF 50V 0603 ROHS,0603,124485,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10B223KB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10B223KB8NNNC_C21122.pdf,0.0079,,5.0,,50.0,,
SAMSUNG ELECTRO-MECHANICS,C13585,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 10UF 50V 1206 ROHS,1206,626048,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL31A106KBHNNNE,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL31A106KBHNNNE_C13585.pdf,0.0475,,5.0,,50.0,,
UNIROYAL ELEC,C17415,CHIP RESISTOR - SURFACE MOUNT 10OHMS ±1% 1/8W 0805 ROHS,0805,565421,CHIP RESISTOR - SURFACE MOUNT,0805W8F100JT5E,https://datasheet.lcsc.com/szlcsc/1812121441_Uniroyal-Elec-0805W8F100JT5E_C17415.pdf,0.0028,10.0,1.0,Resistor,,9.9,10.1
UNIROYAL ELEC,C25076,CHIP RESISTOR - SURFACE MOUNT 100OHMS ±1% 1/16W 0402 ROHS,0402,62330,CHIP RESISTOR - SURFACE MOUNT,0402WGF1000TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF1000TCE_C25076.pdf,0.0014,100.0,1.0,Resistor,,99.0,101.0
SUNLORD,C1015,BEADS 0805 ROHS,0805,121594,BEADS,GZ2012D101TF,https://datasheet.lcsc.com/szlcsc/Sunlord-GZ2012D101TF_C1015.pdf,0.0116,,5.0,,,,
UNIROYAL ELEC,C17407,CHIP RESISTOR - SURFACE MOUNT 100KOHMS ±1% 1/8W 0805 ROHS,0805,361027,CHIP RESISTOR - SURFACE MOUNT,0805W8F1003T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1003T5E_C17407.pdf,0.0049,100000.0,1.0,Resistor,,99000.0,101000.0
UNIROYAL ELEC,C26083,CHIP RESISTOR - SURFACE MOUNT 1MOHMS ±1% 1/16W 0402 ROHS,0402,160183,CHIP RESISTOR - SURFACE MOUNT,0402WGF1004TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF1004TCE_C26083.pdf,0.0028,1000000.0,1.0,Resistor,,990000.0,1010000.0
ADVANCED MONOLITHIC SYSTEMS,C6186,LOW DROPOUT REGULATORS(LDO) POSITIVE FIXED 1.3V @ 800MA 15V 3.3V 1A SOT-223 ROHS,SOT-223,184089,LOW DROPOUT REGULATORS(LDO),AMS1117-3.3,https://datasheet.lcsc.com/szlcsc/1811201117_Advanced-Monolithic-Systems-AMS-AMS1117-3-3_C6186.pdf,0.1255,,5.0,,3.0,,
FOSHAN NATIONSTAR OPTOELECTRONICS,C84256,LIGHT EMITTING DIODES (LED) RED 615~630NM 67~195MCD@20MA TOP VIEW 0805 ROHS,LED_0805,771715,LIGHT EMITTING DIODES (LED),FC-2012HRK-620D,https://datasheet.lcsc.com/szlcsc/Foshan-NationStar-Optoelectronics-FC-2012HRK-620D_C84256.pdf,0.019,,5.0,,,,
HUBEI KENTO ELEC,C2286,LIGHT EMITTING DIODES (LED) RED 520~625NM 90~100MCD@20MA TOP VIEW 0603 ROHS,LED_0603,590639,LIGHT EMITTING DIODES (LED),KT-0603R,https://datasheet.lcsc.com/szlcsc/Hubei-KENTO-Elec-KT-0603R_C2286.pdf,0.0079,,5.0,,,,
MDD)ICRODIODE ELECTRONICS),C2480,"SCHOTTKY BARRIER DIODES (SBD) SMA(DO-214AC) ROHS""","SMA,DO-214AC",159475,SCHOTTKY BARRIER DIODES (SBD),SS14,https://datasheet.lcsc.com/szlcsc/1903051003_MDD-Jiangsu-Yutai-Elec-SS14_C2480.pdf,0.016,,5.0,,,,
DIYI ELEC TECH,C84635,SCHOTTKY BARRIER DIODES (SBD) SMA(DO-214AC) ROHS,"SMA,DO-214AC",49548,SCHOTTKY BARRIER DIODES (SBD),SS34,https://datasheet.lcsc.com/szlcsc/DIYI-Elec-Tech-SS34_C84635.pdf,0.0349,,5.0,,,,
CHANGJIANG ELECTRONICS TECH (CJ),C8326,TRANSISTORS (NPN/PNP) PNP 600MA 150V SOT-23(SOT-23-3) ROHS,SOT-23,107046,TRANSISTORS (NPN/PNP),MMBT5401,https://datasheet.lcsc.com/szlcsc/Changjiang-Electronics-Tech-CJ-MMBT5401_C8326.pdf,0.0205,,5.0,,150.0,,
SEMTECH,C8062,ZENER DIODES LL-34 ROHS,LL-34,69218,ZENER DIODES,ZMM5V6,https://datasheet.lcsc.com/szlcsc/Semtech-ZMM5V6_C8062.pdf,0.0178,,5.0,,,,
TOREX SEMICON,C5446,LOW DROPOUT REGULATORS(LDO) POSITIVE FIXED 680MV @ 100MA 6V 3.3V 200MA SOT-23-3L ROHS,SOT-23-3L,13962,LOW DROPOUT REGULATORS(LDO),XC6206P332MR,https://datasheet.lcsc.com/szlcsc/Torex-Semicon-XC6206P332MR_C5446.pdf,0.101,,5.0,,6.0,,
CHANGJIANG ELECTRONICS TECH (CJ),C3113,VOLTAGE REFERENCES 2.5V 36V ±0.5% 50PPM/°C SOT-23(SOT-23-3) ROHS,SOT-23,37079,VOLTAGE REFERENCES,CJ431,https://datasheet.lcsc.com/szlcsc/Changjiang-Electronics-Tech-CJ-CJ431_C3113.pdf,0.0441,,0.5,,5.0,,
UNIROYAL ELEC,C17617,CHIP RESISTOR - SURFACE MOUNT 300OHMS ±1% 1/8W 0805 ROHS,0805,150308,CHIP RESISTOR - SURFACE MOUNT,0805W8F3000T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F3000T5E_C17617.pdf,0.0028,300.0,1.0,Resistor,,297.0,303.0
UNIROYAL ELEC,C25890,CHIP RESISTOR - SURFACE MOUNT 3.3KOHMS ±1% 1/16W 0402 ROHS,0402,48192,CHIP RESISTOR - SURFACE MOUNT,0402WGF3301TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF3301TCE_C25890.pdf,0.0024,3300.0,1.0,Resistor,,3267.0,3333.0
UNIROYAL ELEC,C23137,CHIP RESISTOR - SURFACE MOUNT 330KOHMS ±1% 1/10W 0603 ROHS,0603,29052,CHIP RESISTOR - SURFACE MOUNT,0603WAF3303T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3303T5E_C23137.pdf,0.0021,330000.0,1.0,Resistor,,326700.0,333300.0
SAMSUNG ELECTRO-MECHANICS,C32949,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 10PF 50V 0402 ROHS,0402,75195,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL05C100JB5NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL05C100JB5NNNC_C32949.pdf,0.0157,1e-11,5.0,Capacitor,50.0,9.5e-12,1.05e-11
GUANGDONG FENGHUA ADVANCED TECH,C1547,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 12PF 50V 0402 ROHS,0402,46722,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0402CG120J500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0402CG120J500NT_C1547.pdf,0.0018,1.2e-11,5.0,Capacitor,50.0,1.14e-11,1.26e-11
UNIROYAL ELEC,C17928,CHIP RESISTOR - SURFACE MOUNT 1OHMS ±1% 1/4W 1206 ROHS,1206,127406,CHIP RESISTOR - SURFACE MOUNT,1206W4F100KT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-1206W4F100KT5E_C17928.pdf,0.0051,1.0,1.0,Resistor,,0.99,1.01
SUNLORD,C1046,INDUCTORS (SMD) 0805 ROHS,0805,67019,INDUCTORS (SMD),SDFL2012S100KTF,https://datasheet.lcsc.com/szlcsc/Sunlord-SDFL2012S100KTF_C1046.pdf,0.018,,5.0,,,,
UNIROYAL ELEC,C17900,CHIP RESISTOR - SURFACE MOUNT 100KOHMS ±1% 1/4W 1206 ROHS,1206,174661,CHIP RESISTOR - SURFACE MOUNT,1206W4F1003T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-1206W4F1003T5E_C17900.pdf,0.0042,100000.0,1.0,Resistor,,99000.0,101000.0
UNIROYAL ELEC,C7250,CHIP RESISTOR - SURFACE MOUNT 10MOHMS ±1% 1/10W 0603 ROHS,0603,67709,CHIP RESISTOR - SURFACE MOUNT,0603WAF1005T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1005T5E_C7250.pdf,0.002,10000000.0,1.0,Resistor,,9900000.0,10100000.0
UNIROYAL ELEC,C22797,CHIP RESISTOR - SURFACE MOUNT 13KOHMS ±1% 1/10W 0603 ROHS,0603,9105,CHIP RESISTOR - SURFACE MOUNT,0603WAF1302T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1302T5E_C22797.pdf,0.0017,13000.0,1.0,Resistor,,12870.0,13130.0
UNIROYAL ELEC,C25756,CHIP RESISTOR - SURFACE MOUNT 15KOHMS ±1% 1/16W 0402 ROHS,0402,22850,CHIP RESISTOR - SURFACE MOUNT,0402WGF1502TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF1502TCE_C25756.pdf,0.0011,15000.0,1.0,Resistor,,14850.0,15150.0
UNIROYAL ELEC,C17557,CHIP RESISTOR - SURFACE MOUNT 220OHMS ±1% 1/8W 0805 ROHS,0805,149868,CHIP RESISTOR - SURFACE MOUNT,0805W8F2200T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F2200T5E_C17557.pdf,0.0028,220.0,1.0,Resistor,,217.8,222.2
UNIROYAL ELEC,C17560,CHIP RESISTOR - SURFACE MOUNT 22KOHMS ±1% 1/8W 0805 ROHS,0805,33782,CHIP RESISTOR - SURFACE MOUNT,0805W8F2202T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F2202T5E_C17560.pdf,0.0029,22000.0,1.0,Resistor,,21780.0,22220.0
UNIROYAL ELEC,C22961,CHIP RESISTOR - SURFACE MOUNT 220KOHMS ±1% 1/10W 0603 ROHS,0603,58856,CHIP RESISTOR - SURFACE MOUNT,0603WAF2203T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2203T5E_C22961.pdf,0.0016,220000.0,1.0,Resistor,,217800.0,222200.0
UNIROYAL ELEC,C22940,CHIP RESISTOR - SURFACE MOUNT 2.4KOHMS ±1% 1/10W 0603 ROHS,0603,180171,CHIP RESISTOR - SURFACE MOUNT,0603WAF2401T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF2401T5E_C22940.pdf,0.0017,2400.0,1.0,Resistor,,2376.0,2424.0
STMICROELECTRONICS,C7562,EEPROM EEPROM 2KB (256 X 8) I2C SOIC-8_150MIL ROHS,SOIC-8_150MIL,18222,EEPROM,M24C02-WMN6TP,https://datasheet.lcsc.com/szlcsc/STMicroelectronics-M24C02-WMN6TP_C7562.pdf,0.0896,,5.0,,,,
NEXPERIA,C5947,74 SERIES SHIFT REGISTER 1 2V ~ 6V SOIC-16_150MIL ROHS,SOIC-16_150MIL,68228,74 SERIES,"74HC595D,118",https://datasheet.lcsc.com/szlcsc/Nexperia-74HC595D-118_C5947.pdf,0.0926,,5.0,,2.0,,
UNIROYAL ELEC,C4275,CHIP RESISTOR - SURFACE MOUNT 75OHMS ±1% 1/10W 0603 ROHS,0603,76686,CHIP RESISTOR - SURFACE MOUNT,0603WAF750JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF750JT5E_C4275.pdf,0.0022,75.0,1.0,Resistor,,74.25,75.75
HUBEI KENTO ELEC,C2296,LIGHT EMITTING DIODES (LED) YELLOW 592~594NM 95~113MCD@20MA TOP VIEW 0805 ROHS,LED_0805,191092,LIGHT EMITTING DIODES (LED),17-21SUYC/TR8,https://datasheet.lcsc.com/szlcsc/Hubei-KENTO-Elec-17-21SUYC-TR8_C2296.pdf,0.0136,,5.0,,,,
UNIROYAL ELEC,C17539,CHIP RESISTOR - SURFACE MOUNT 200KOHMS ±1% 1/8W 0805 ROHS,0805,111718,CHIP RESISTOR - SURFACE MOUNT,0805W8F2003T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F2003T5E_C17539.pdf,0.0029,200000.0,1.0,Resistor,,198000.0,202000.0
SAMSUNG ELECTRO-MECHANICS,C1664,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 330PF 50V 0603 ROHS,0603,89572,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C331JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C331JB8NNNC_C1664.pdf,0.0068,3.3e-10,5.0,Capacitor,50.0,3.135e-10,3.465e-10
SAMSUNG ELECTRO-MECHANICS,C21117,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 33NF 50V 0603 ROHS,0603,73019,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10B333KB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10B333KB8NNNC_C21117.pdf,0.0152,,5.0,,50.0,,
ADVANCED MONOLITHIC SYSTEMS,C6187,LOW DROPOUT REGULATORS(LDO) POSITIVE FIXED 1.3V @ 1A 15V 5V 1A SOT-223 ROHS,SOT-223,98732,LOW DROPOUT REGULATORS(LDO),AMS1117-5.0,https://datasheet.lcsc.com/szlcsc/Advanced-Monolithic-Systems-AMS-AMS1117-5-0_C6187.pdf,0.1283,,5.0,,3.0,,
UNIROYAL ELEC,C17379,CHIP RESISTOR - SURFACE MOUNT 1.2KOHMS ±1% 1/8W 0805 ROHS,0805,169572,CHIP RESISTOR - SURFACE MOUNT,0805W8F1201T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F1201T5E_C17379.pdf,0.0048,1200.0,1.0,Resistor,,1188.0,1212.0
UNIROYAL ELEC,C25808,CHIP RESISTOR - SURFACE MOUNT 120KOHMS ±1% 1/10W 0603 ROHS,0603,16054,CHIP RESISTOR - SURFACE MOUNT,0603WAF1203T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF1203T5E_C25808.pdf,0.0018,120000.0,1.0,Resistor,,118800.0,121200.0
UNIROYAL ELEC,C17936,CHIP RESISTOR - SURFACE MOUNT 4.7KOHMS ±1% 1/4W 1206 ROHS,1206,153889,CHIP RESISTOR - SURFACE MOUNT,1206W4F4701T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-1206W4F4701T5E_C17936.pdf,0.0041,4700.0,1.0,Resistor,,4653.0,4747.0
UNIROYAL ELEC,C25905,CHIP RESISTOR - SURFACE MOUNT 5.1KOHMS ±1% 1/16W 0402 ROHS,0402,84113,CHIP RESISTOR - SURFACE MOUNT,0402WGF5101TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF5101TCE_C25905.pdf,0.0019,5100.0,1.0,Resistor,,5049.0,5151.0
SUNLORD,C1017,BEADS 0805 ROHS,0805,162299,BEADS,GZ2012D601TF,https://datasheet.lcsc.com/szlcsc/Sunlord-GZ2012D601TF_C1017.pdf,0.0116,,5.0,,,,
UNIROYAL ELEC,C25105,CHIP RESISTOR - SURFACE MOUNT 33OHMS ±1% 1/16W 0402 ROHS,0402,53041,CHIP RESISTOR - SURFACE MOUNT,0402WGF330JTCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF330JTCE_C25105.pdf,0.0013,33.0,1.0,Resistor,,32.67,33.33
UNISONIC TECH,C71136,LINEAR VOLTAGE REGULATORS SOT-89(SOT-89-3) ROHS,SOT-89,50790,LINEAR VOLTAGE REGULATORS,78L05G-AB3-R,https://datasheet.lcsc.com/szlcsc/Unisonic-Tech-78L05G-AB3-R_C71136.pdf,0.0629,,5.0,,,,
MAXIM INTEGRATED,C26860,RS232 2/2 116KBPS 5V SOIC-16_150MIL ROHS,SOIC-16_150MIL,22957,RS232,MAX232ESE+T,https://datasheet.lcsc.com/szlcsc/Maxim-Integrated-MAX232ESE-T_C26860.pdf,0.7034,,5.0,,5.0,,
WINBOND ELEC,C97521,FLASH FLASH 128MB (16M X 8) SPI - DUAL/QUAD I/O SOIC-8_208MIL ROHS,SOIC-8_208MIL,3641,FLASH,W25Q128JVSIQ,https://datasheet.lcsc.com/szlcsc/Winbond-Elec-W25Q128JVSIQTR_C97521.pdf,0.7431,,5.0,,,,
GUANGDONG FENGHUA ADVANCED TECH,C1554,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 20PF 50V 0402 ROHS,0402,122744,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,0402CG200J500NT,https://datasheet.lcsc.com/szlcsc/Guangdong-Fenghua-Advanced-Tech-0402CG200J500NT_C1554.pdf,0.0107,2e-11,5.0,Capacitor,50.0,1.9e-11,2.1e-11
SAMSUNG ELECTRO-MECHANICS,C22397,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 30PF 50V 0603 ROHS,0603,55194,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL10C300JB8NNNC,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL10C300JB8NNNC_C22397.pdf,0.007,3e-11,5.0,Capacitor,50.0,2.85e-11,3.15e-11
SAMSUNG ELECTRO-MECHANICS,C35216,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT 1NF 500V 1206 ROHS,1206,53489,MULTILAYER CERAMIC CAPACITORS MLCC - SMD/SMT,CL31B102KGFNNNE,https://datasheet.lcsc.com/szlcsc/Samsung-Electro-Mechanics-CL31B102KGFNNNE_C35216.pdf,0.0314,,5.0,,500.0,,
UNIROYAL ELEC,C25271,CHIP RESISTOR - SURFACE MOUNT 1OHMS ±1% 1/8W 0805 ROHS,0805,106749,CHIP RESISTOR - SURFACE MOUNT,0805W8F100KT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F100KT5E_C25271.pdf,0.0059,1.0,1.0,Resistor,,0.99,1.01
UNIROYAL ELEC,C25077,CHIP RESISTOR - SURFACE MOUNT 10OHMS ±1% 1/16W 0402 ROHS,0402,39599,CHIP RESISTOR - SURFACE MOUNT,0402WGF100JTCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF100JTCE_C25077.pdf,0.0022,10.0,1.0,Resistor,,9.9,10.1
UNIROYAL ELEC,C29718,RESISTOR NETWORKS & ARRAYS 10KOHMS ±5% 1/16W 0603_X4 ROHS,0603_X4,144457,RESISTOR NETWORKS & ARRAYS,4D03WGJ0103T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-4D03WGJ0103T5E_C29718.pdf,0.0055,10000.0,5.0,Resistor,,9500.0,10500.0
UNIROYAL ELEC,C17634,CHIP RESISTOR - SURFACE MOUNT 33OHMS ±1% 1/8W 0805 ROHS,0805,79058,CHIP RESISTOR - SURFACE MOUNT,0805W8F330JT5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F330JT5E_C17634.pdf,0.005,33.0,1.0,Resistor,,32.67,33.33
UNIROYAL ELEC,C23153,CHIP RESISTOR - SURFACE MOUNT 39KOHMS ±1% 1/10W 0603 ROHS,0603,52633,CHIP RESISTOR - SURFACE MOUNT,0603WAF3902T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3902T5E_C23153.pdf,0.0025,39000.0,1.0,Resistor,,38610.0,39390.0
UNIROYAL ELEC,C23234,CHIP RESISTOR - SURFACE MOUNT 7.5KOHMS ±1% 1/10W 0603 ROHS,0603,55094,CHIP RESISTOR - SURFACE MOUNT,0603WAF7501T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF7501T5E_C23234.pdf,0.0034,7500.0,1.0,Resistor,,7425.0,7575.0
UNIROYAL ELEC,C23253,CHIP RESISTOR - SURFACE MOUNT 820OHMS ±1% 1/10W 0603 ROHS,0603,13503,CHIP RESISTOR - SURFACE MOUNT,0603WAF8200T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF8200T5E_C23253.pdf,0.0018,820.0,1.0,Resistor,,811.8,828.2
UNIROYAL ELEC,C23260,CHIP RESISTOR - SURFACE MOUNT 9.1KOHMS ±1% 1/10W 0603 ROHS,0603,43856,CHIP RESISTOR - SURFACE MOUNT,0603WAF9101T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF9101T5E_C23260.pdf,0.0016,9100.0,1.0,Resistor,,9009.0,9191.0
UNIROYAL ELEC,C23184,CHIP RESISTOR - SURFACE MOUNT 49.9KOHMS ±1% 1/10W 0603 ROHS,0603,96478,CHIP RESISTOR - SURFACE MOUNT,0603WAF4992T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF4992T5E_C23184.pdf,0.002,49900.0,1.0,Resistor,,49401.0,50399.0
UNIROYAL ELEC,C17737,CHIP RESISTOR - SURFACE MOUNT 51KOHMS ±1% 1/8W 0805 ROHS,0805,59693,CHIP RESISTOR - SURFACE MOUNT,0805W8F5102T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F5102T5E_C17737.pdf,0.0029,51000.0,1.0,Resistor,,50490.0,51510.0
UNIROYAL ELEC,C23204,CHIP RESISTOR - SURFACE MOUNT 560OHMS ±1% 1/10W 0603 ROHS,0603,42304,CHIP RESISTOR - SURFACE MOUNT,0603WAF5600T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF5600T5E_C23204.pdf,0.0022,560.0,1.0,Resistor,,554.4,565.6
UNIROYAL ELEC,C23206,CHIP RESISTOR - SURFACE MOUNT 56KOHMS ±1% 1/10W 0603 ROHS,0603,86886,CHIP RESISTOR - SURFACE MOUNT,0603WAF5602T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF5602T5E_C23206.pdf,0.0017,56000.0,1.0,Resistor,,55440.0,56560.0
UNIROYAL ELEC,C17798,CHIP RESISTOR - SURFACE MOUNT 680OHMS ±1% 1/8W 0805 ROHS,0805,133784,CHIP RESISTOR - SURFACE MOUNT,0805W8F6800T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0805W8F6800T5E_C17798.pdf,0.0028,680.0,1.0,Resistor,,673.2,686.8
MDD)ICRODIODE ELECTRONICS),C14996,"SCHOTTKY BARRIER DIODES (SBD) SMA(DO-214AC) ROHS""","SMA,DO-214AC",77888,SCHOTTKY BARRIER DIODES (SBD),SS210,https://datasheet.lcsc.com/szlcsc/1903041730_MDD-Jiangsu-Yutai-Elec-SS210_C14996.pdf,0.0263,,5.0,,,,
STMICROELECTRONICS,C23922,ST MICROELECTRONICS LQFP-48_7X7X05P ROHS,LQFP-48_7X7X05P,45404,ST MICROELECTRONICS,STM32F030C8T6,https://datasheet.lcsc.com/szlcsc/STMicroelectronics-STM32F030C8T6_C23922.pdf,0.834,,5.0,,,,
JIANGSU QIN HENG,C14267,"USB 2MBPS 3.3V, 5V SOP-16_150MIL ROHS",SOIC-16_150MIL,19583,USB,CH340G,https://datasheet.lcsc.com/szlcsc/Jiangsu-Qin-Heng-CH340G_C14267.pdf,0.3592,,5.0,,3.0,,
UNIROYAL ELEC,C23024,CHIP RESISTOR - SURFACE MOUNT 300KOHMS ±1% 1/10W 0603 ROHS,0603,30523,CHIP RESISTOR - SURFACE MOUNT,0603WAF3003T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3003T5E_C23024.pdf,0.0017,300000.0,1.0,Resistor,,297000.0,303000.0
UNIROYAL ELEC,C25779,CHIP RESISTOR - SURFACE MOUNT 33KOHMS ±1% 1/16W 0402 ROHS,0402,40848,CHIP RESISTOR - SURFACE MOUNT,0402WGF3302TCE,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0402WGF3302TCE_C25779.pdf,0.0021,33000.0,1.0,Resistor,,32670.0,33330.0
UNIROYAL ELEC,C22980,CHIP RESISTOR - SURFACE MOUNT 3.6KOHMS ±1% 1/10W 0603 ROHS,0603,32115,CHIP RESISTOR - SURFACE MOUNT,0603WAF3601T5E,https://datasheet.lcsc.com/szlcsc/Uniroyal-Elec-0603WAF3601T5E_C22980.pdf,0.0022,3600.0,1.0,Resistor,,3564.0,3636.0
